label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
thumbs_down,0.681075394153595,0.43749767541885376,-4.123055816762644e-07,0.6694512963294983,0.5158905386924744,-0.04060469940304756,0.6350650787353516,0.5903208255767822,-0.06054755672812462,0.5967192649841309,0.6530296802520752,-0.07459361106157303,0.5784807801246643,0.7220805883407593,-0.08163794130086899,0.5641816854476929,0.5675113201141357,-0.03348589316010475,0.5466577410697937,0.5180851817131042,-0.05760880932211876,0.5908061861991882,0.5025259256362915,-0.06311198323965073,0.6030803918838501,0.5216767191886902,-0.0647256001830101,0.5551119446754456,0.5040397047996521,-0.02394438162446022,0.5420938730239868,0.4594302773475647,-0.050407979637384415,0.5925557017326355,0.45275235176086426,-0.05237717553973198,0.5933195352554321,0.4828486442565918,-0.049771957099437714,0.5533387064933777,0.4429342746734619,-0.019101863726973534,0.5382235646247864,0.40445640683174133,-0.04865087941288948,0.5835865139961243,0.4066232442855835,-0.0401720255613327,0.5890153050422668,0.435328871011734,-0.02923077531158924,0.5563039183616638,0.3896821439266205,-0.01698797568678856,0.5401210784912109,0.36149612069129944,-0.03423742949962616,0.5740206837654114,0.36736056208610535,-0.02675369195640087,0.583850085735321,0.3906082510948181,-0.01763027347624302
thumbs_down,0.6865366697311401,0.441013902425766,-3.9057474054970953e-07,0.6732457280158997,0.518998384475708,-0.04150963947176933,0.6387920379638672,0.5925639867782593,-0.06228175386786461,0.5996453166007996,0.6541212201118469,-0.07709536701440811,0.5804383754730225,0.7218915820121765,-0.08469820022583008,0.5669858455657959,0.5674417614936829,-0.03310874477028847,0.54974764585495,0.5174319744110107,-0.05762193351984024,0.5934470891952515,0.5058780312538147,-0.06331799179315567,0.6053950786590576,0.5271377563476562,-0.0649874284863472,0.5591423511505127,0.5035203099250793,-0.023383911699056625,0.5458082556724548,0.4584514796733856,-0.05017519369721413,0.5964112877845764,0.4551640450954437,-0.05207012966275215,0.5962836146354675,0.4866054654121399,-0.04921619966626167,0.5580803155899048,0.4424617886543274,-0.01864977553486824,0.5425140261650085,0.4041590988636017,-0.04825069010257721,0.5874754190444946,0.4087197780609131,-0.03960889205336571,0.5928614735603333,0.4386324882507324,-0.028561320155858994,0.5618734955787659,0.3890220522880554,-0.016823457553982735,0.5455253720283508,0.3609437644481659,-0.03451376035809517,0.5790638327598572,0.3682835102081299,-0.027292782440781593,0.5888899564743042,0.39288729429244995,-0.01824064925312996
thumbs_down,0.6900749802589417,0.4444088041782379,-3.9317285427387105e-07,0.6766673922538757,0.5219723582267761,-0.041262269020080566,0.6415352821350098,0.5946913957595825,-0.0621374249458313,0.602257490158081,0.6561581492424011,-0.077039934694767,0.5833700299263,0.7250340580940247,-0.08478114008903503,0.5703475475311279,0.5678116083145142,-0.03434359282255173,0.5532674193382263,0.5190608501434326,-0.05916634202003479,0.5976030826568604,0.5068501830101013,-0.0651930719614029,0.610634446144104,0.5263718366622925,-0.06704071164131165,0.5624537467956543,0.5039077997207642,-0.024651210755109787,0.54908287525177,0.46023595333099365,-0.05185418576002121,0.6001476049423218,0.4568049907684326,-0.05425151810050011,0.6010441780090332,0.48636993765830994,-0.051751576364040375,0.5617042183876038,0.44275587797164917,-0.019702166318893433,0.5458065867424011,0.40512531995773315,-0.049515675753355026,0.59116131067276,0.40995991230010986,-0.04096245393157005,0.5972203612327576,0.4383412003517151,-0.029906295239925385,0.5657269358634949,0.38968199491500854,-0.01758098416030407,0.5491459369659424,0.3615376353263855,-0.03525509685277939,0.5826762318611145,0.36950841546058655,-0.027901936322450638,0.5925787687301636,0.39343008399009705,-0.018758488819003105
thumbs_down,0.6891740560531616,0.44701072573661804,-4.0190977301790554e-07,0.6755446791648865,0.5251311659812927,-0.042343683540821075,0.6401845812797546,0.5982584953308105,-0.06354592740535736,0.6002067923545837,0.6594304442405701,-0.07860992848873138,0.5802360773086548,0.7280203104019165,-0.08636389672756195,0.5687947273254395,0.5710857510566711,-0.03477030619978905,0.5511966347694397,0.5222386121749878,-0.05983962491154671,0.5957220196723938,0.5098358988761902,-0.06555691361427307,0.6078913807868958,0.5302398800849915,-0.06715691834688187,0.5610506534576416,0.5059934854507446,-0.02463293820619583,0.5476171970367432,0.46324971318244934,-0.052158527076244354,0.5990985631942749,0.4597187936306,-0.054167088121175766,0.5990245938301086,0.48991402983665466,-0.05132448673248291,0.5603732466697693,0.44396132230758667,-0.019449016079306602,0.5444707274436951,0.40710827708244324,-0.04979182407259941,0.5901941061019897,0.4121038019657135,-0.04086930677294731,0.5955285429954529,0.4408082365989685,-0.029480377212166786,0.5643208026885986,0.39021527767181396,-0.017181426286697388,0.5476095080375671,0.3635302782058716,-0.0350499264895916,0.5814530253410339,0.3715522289276123,-0.027496065944433212,0.5910939574241638,0.3951543867588043,-0.018191849812865257
thumbs_down,0.6917600631713867,0.45172837376594543,-4.1085107227445405e-07,0.678335964679718,0.5310046076774597,-0.041949838399887085,0.6420509219169617,0.6038733720779419,-0.06290770322084427,0.601839005947113,0.6649917960166931,-0.07794090360403061,0.5826267004013062,0.7347801923751831,-0.08572876453399658,0.5709383487701416,0.5758679509162903,-0.03462069854140282,0.55423504114151,0.5269379615783691,-0.06008529290556908,0.5986160635948181,0.5156847238540649,-0.06569854170084,0.609958291053772,0.5367515087127686,-0.06714460998773575,0.5634475946426392,0.511082112789154,-0.02492067590355873,0.5510962009429932,0.4670735001564026,-0.05261184647679329,0.6028321981430054,0.46492141485214233,-0.0541800819337368,0.6014068126678467,0.49583905935287476,-0.05102109909057617,0.5628170371055603,0.4486251175403595,-0.020237378776073456,0.547627866268158,0.4108259677886963,-0.05092569813132286,0.5936962962150574,0.41728031635284424,-0.04183201491832733,0.5982155203819275,0.4470074474811554,-0.030311882495880127,0.5667641162872314,0.3944527208805084,-0.018464062362909317,0.5502042770385742,0.36663633584976196,-0.036622144281864166,0.5841085910797119,0.3755159378051758,-0.029110947623848915,0.593332052230835,0.3996334671974182,-0.019799020141363144
thumbs_down,0.8063154220581055,0.47867095470428467,-4.235852770761994e-07,0.7917071580886841,0.5445628762245178,-0.04217531159520149,0.754916787147522,0.6067864894866943,-0.06595964729785919,0.7194969058036804,0.6571746468544006,-0.08306393027305603,0.6980475783348083,0.718696117401123,-0.09395726770162582,0.6752828359603882,0.561202883720398,-0.045841287821531296,0.6931067109107971,0.5091599225997925,-0.06967757642269135,0.7302968502044678,0.504197895526886,-0.07443232834339142,0.7317913770675659,0.526117742061615,-0.07676044851541519,0.6688379645347595,0.4968429505825043,-0.03794267028570175,0.6937279105186462,0.44499242305755615,-0.064119853079319,0.7398957014083862,0.4537867307662964,-0.06557531654834747,0.7335972189903259,0.48303553462028503,-0.0641096979379654,0.6753014326095581,0.43317052721977234,-0.03369370847940445,0.6943963170051575,0.38687002658843994,-0.0637582391500473,0.7362674474716187,0.4031866788864136,-0.05588919669389725,0.7347918152809143,0.4330597519874573,-0.046740561723709106,0.6888089179992676,0.37786853313446045,-0.03257472813129425,0.6960917711257935,0.34251630306243896,-0.05253596603870392,0.7285686731338501,0.3596351146697998,-0.047226812690496445,0.7320731282234192,0.38540884852409363,-0.04014518857002258
thumbs_down,0.7715585231781006,0.4664132297039032,-4.0919411503637093e-07,0.7590768337249756,0.5409932136535645,-0.043448761105537415,0.7217168211936951,0.6078702807426453,-0.0672752857208252,0.6834403276443481,0.6604815125465393,-0.08444139361381531,0.6622553467750549,0.7232136726379395,-0.09514138847589493,0.6439952850341797,0.566905677318573,-0.04393880441784859,0.6527816653251648,0.5122603178024292,-0.06885721534490585,0.6891478896141052,0.5116922855377197,-0.07289230078458786,0.6896848678588867,0.5371429324150085,-0.07435282319784164,0.6362323760986328,0.5033090710639954,-0.035742759704589844,0.6493324041366577,0.4481298625469208,-0.06396555155515671,0.6971657872200012,0.45943719148635864,-0.06450160592794418,0.6888551115989685,0.48967525362968445,-0.06105710566043854,0.6399096250534058,0.4392410218715668,-0.03183776140213013,0.650715172290802,0.3900100588798523,-0.06354903429746628,0.6937088370323181,0.40854787826538086,-0.054787635803222656,0.6895851492881775,0.4393054246902466,-0.044107623398303986,0.6499297618865967,0.3809208273887634,-0.031174754723906517,0.65298992395401,0.34615278244018555,-0.05134955793619156,0.6855840682983398,0.3641424775123596,-0.04561980441212654,0.6868787407875061,0.39037153124809265,-0.037928733974695206
thumbs_down,0.7042790651321411,0.5021160840988159,-3.7314686096578953e-07,0.6872924566268921,0.5877504348754883,-0.04209847375750542,0.6490411758422852,0.6686487793922424,-0.06569009274244308,0.6104181408882141,0.7366259694099426,-0.08415685594081879,0.5913548469543457,0.8115086555480957,-0.09617901593446732,0.5699252486228943,0.626045286655426,-0.03306302800774574,0.560684323310852,0.583644688129425,-0.0570065900683403,0.6061669588088989,0.5726250410079956,-0.06211910396814346,0.6080066561698914,0.59819495677948,-0.06459704041481018,0.5625470280647278,0.5544453263282776,-0.024773987010121346,0.5580712556838989,0.5181702971458435,-0.054848913103342056,0.6154529452323914,0.5176559090614319,-0.0577830895781517,0.608791172504425,0.5532652139663696,-0.05510987341403961,0.5661224722862244,0.4837547838687897,-0.02127532660961151,0.5585869550704956,0.44948506355285645,-0.05495190992951393,0.6082693934440613,0.4564450681209564,-0.045519936829805374,0.6067500114440918,0.49069270491600037,-0.03336133435368538,0.5747157335281372,0.42250779271125793,-0.020563246682286263,0.5644490718841553,0.39732420444488525,-0.040112320333719254,0.6008219122886658,0.40990638732910156,-0.03194604814052582,0.6055167317390442,0.4374091923236847,-0.022366521880030632
thumbs_down,0.6502684354782104,0.46400684118270874,-5.00707471928763e-07,0.6332690119743347,0.5497766733169556,-0.03988269343972206,0.594273567199707,0.6416810154914856,-0.06048237904906273,0.5552533268928528,0.7151198387145996,-0.07587584853172302,0.5365532636642456,0.7890133857727051,-0.08374517410993576,0.5213149785995483,0.6101692318916321,-0.034659042954444885,0.4992128908634186,0.5693621039390564,-0.06119056046009064,0.5483428239822388,0.5493003129959106,-0.06521476805210114,0.559808611869812,0.5753503441810608,-0.06551522016525269,0.5121699571609497,0.5391097068786621,-0.027041735127568245,0.4970296621322632,0.5019485950469971,-0.05699500814080238,0.5546798706054688,0.4911614954471588,-0.0575445219874382,0.5533003211021423,0.5269663333892822,-0.053366873413324356,0.5111544132232666,0.46850547194480896,-0.0242787953466177,0.4909685254096985,0.4344608187675476,-0.058417413383722305,0.5434135794639587,0.4341876804828644,-0.04749190807342529,0.5485320091247559,0.4679449498653412,-0.034250155091285706,0.5155099630355835,0.4045860767364502,-0.024014540016651154,0.49651867151260376,0.3761916756629944,-0.04481230303645134,0.5354288220405579,0.3825802803039551,-0.036573272198438644,0.5455305576324463,0.41091227531433105,-0.02647591196000576
thumbs_down,0.5903455018997192,0.41408631205558777,-4.700204954133369e-07,0.570099949836731,0.49522602558135986,-0.04212022200226784,0.5283228158950806,0.5806382894515991,-0.062328040599823,0.4859408736228943,0.6534942388534546,-0.07732376456260681,0.464925080537796,0.7233136892318726,-0.08436349034309387,0.4606158435344696,0.5549294352531433,-0.027951860800385475,0.4317730963230133,0.5100547671318054,-0.05757986381649971,0.48084336519241333,0.49768951535224915,-0.06494595855474472,0.48907703161239624,0.5252848863601685,-0.06652239710092545,0.4564330577850342,0.4834875762462616,-0.018173711374402046,0.43296539783477783,0.44197988510131836,-0.050047386437654495,0.49146124720573425,0.4390321969985962,-0.051373597234487534,0.48649126291275024,0.4759509265422821,-0.04634512960910797,0.4552212059497833,0.4166676998138428,-0.014722876250743866,0.4316774606704712,0.37886515259742737,-0.04966932535171509,0.48396503925323486,0.3869786560535431,-0.039428502321243286,0.48587578535079956,0.4209202527999878,-0.025495408102869987,0.4571838974952698,0.3565272092819214,-0.014218255877494812,0.4356866180896759,0.32752302289009094,-0.03356381133198738,0.4732557237148285,0.3355954885482788,-0.02565200999379158,0.48200860619544983,0.3606891334056854,-0.015473159961402416
